startdate_extracted,startdate_standard,year,month,season,mean_ci,median_ci,std_ci,min_ci,max_ci,mean_dn,median_dn,std_dn,min_dn,max_dn
2008258,2008-09-14,2008,9,4,0.004008039848215316,0.0027615912627732323,0.003831676003253813,6.677707623479695e-05,0.01874361693655935,127.50353817504656,139.0,51.36238222453539,1,210
2008265,2008-09-21,2008,9,4,0.005370618035280418,0.003817046054913863,0.005065823343176167,6.677707623479695e-05,0.03129099693196857,138.05395996518712,151.0,53.25155137324387,1,229
2008272,2008-09-28,2008,9,4,0.005148769161391116,0.004028611610130368,0.0044980377999791245,6.677707623479695e-05,0.017286672330235658,137.3824531516184,153.0,52.865825672373624,1,207
2008279,2008-10-05,2008,10,4,0.00612769487190635,0.003715466928598598,0.005531377566775235,6.677707623479695e-05,0.017286672330235658,138.75899772209567,150.0,58.24640733998913,1,207
2008286,2008-10-12,2008,10,4,0.005662560758313943,0.003616591023243861,0.005251366274059827,6.677707623479695e-05,0.02521781184235494,137.12919410473503,149.0,55.99359584631827,1,221
2008293,2008-10-19,2008,10,4,0.006793905655010953,0.0062026803395049835,0.005634820154412459,6.677707623479695e-05,0.016378849789041684,142.02558519324987,169.0,61.481570887456066,1,205
2008300,2008-10-26,2008,10,4,0.0036531587468502653,0.0029943419864698214,0.0028799038662284497,7.047829676137728e-05,0.013931548782293813,132.34734513274336,142.0,42.8419214825212,3,199
2008307,2008-11-02,2008,11,4,0.0037541473714728024,0.003921402306985135,0.0019098173276385425,7.047829676137728e-05,0.009811093170815422,140.60178970917227,152.0,35.724183230557614,3,186
2008314,2008-11-09,2008,11,4,0.0004542253187368524,0.0002764042781455145,0.0004415100707599548,8.285894512383413e-05,0.001263145560429136,54.5,53.5,36.2870500316573,9,110
2008321,2008-11-16,2008,11,4,0.0007908522213270512,0.0005048674830098632,0.000852050226534974,9.482206303690697e-05,0.0029943419864698214,73.93103448275862,76.0,37.86266565700285,14,142
2008328,2008-11-23,2008,11,4,0.0008331974119080956,0.0006273660383936562,0.000777290245721066,7.850754557821981e-05,0.0027615912627732323,76.71428571428571,84.0,38.63737748315108,7,139
2008335,2008-11-30,2008,11,4,0.00027986695060903174,0.0002219503085855337,0.00020177717439097664,8.285894512383413e-05,0.0008204070807291614,45.5,45.5,25.26361019331956,9,94
2008342,2008-12-07,2008,12,1,0.0008606267774857099,0.0009645248027417586,0.000254497147160119,0.00023723862594941727,0.0009645248027417586,92.57142857142857,100.0,18.196209517817895,48,100
2008356,2008-12-21,2008,12,1,0.0009485593848986661,0.0011339591246301644,0.0002621948263887268,0.0005777599054356696,0.0011339591246301644,97.66666666666667,106.0,11.785113019775793,81,106
2008363,2008-12-28,2008,12,1,0.00039760833249913926,0.00018617328362617147,0.0005072501615689833,8.512426989050051e-05,0.0022864483748491924,50.05555555555556,39.0,32.34960453514458,10,132
2009046,2009-02-15,2009,2,1,0.0005048674830098632,0.0005048674830098632,0.0,0.0005048674830098632,0.0005048674830098632,76.0,76.0,0.0,76,76
2009074,2009-03-15,2009,3,2,0.00025038793588587333,0.00025038793588587333,0.0,0.00025038793588587333,0.00025038793588587333,50.0,50.0,0.0,50,50
2009081,2009-03-22,2009,3,2,0.00010255178997085804,0.00010255178997085804,3.57747137360611e-05,6.677707623479695e-05,0.00013832650370691914,14.5,14.5,13.5,1,28
2009088,2009-03-29,2009,3,2,0.0005453193026647862,0.0004532328711930874,0.0003231779880526088,0.00025038793588587333,0.001263145560429136,73.57142857142857,72.0,18.934904600892448,50,110
2009095,2009-04-05,2009,4,2,0.0015503745971327725,0.0009138720605168643,0.001376075728484976,0.00015829798984973465,0.004610259803284842,100.76923076923077,98.0,37.65052629349973,33,158
2009102,2009-04-12,2009,4,2,0.0013756898615227236,0.0005623845744677356,0.0017362972554454139,0.00044117145029042725,0.005568309930770164,95.14285714285714,80.0,31.764439107856674,71,165
2009109,2009-04-19,2009,4,2,0.0004532328711930874,0.0004532328711930874,0.0,0.0004532328711930874,0.0004532328711930874,72.0,72.0,0.0,72,72
2009116,2009-04-26,2009,4,2,0.00042943100759441867,0.00042943100759441867,0.0,0.00042943100759441867,0.00042943100759441867,70.0,70.0,0.0,70,70
2009123,2009-05-03,2009,5,2,0.0014325136228809333,0.0014325136228809333,0.0001348342542109598,0.0012976793686699736,0.0015673478770918932,114.5,114.5,3.5,111,118
2009130,2009-05-10,2009,5,2,0.001854132194127546,0.0012463381626938862,0.00207620368954694,6.860273023526938e-05,0.010637985646376327,103.2109375,109.5,43.41274516626533,2,189
2009137,2009-05-17,2009,5,2,0.011743837583893059,0.012848647071018005,0.003133375424048311,0.0001670718955428824,0.017286672330235658,190.0983302411874,196.0,17.495972952886063,35,207
2009144,2009-05-24,2009,5,2,0.009296423617956141,0.010079323864733893,0.004214824810355185,6.860273023526938e-05,0.017286672330235658,177.0,187.0,28.441637975128707,2,207
2009151,2009-05-31,2009,5,2,0.010199272306049218,0.012173890749379723,0.004412050614135404,6.677707623479695e-05,0.01551870222835037,178.13929146537842,194.0,35.57040265090593,1,203
2009158,2009-06-07,2009,6,3,0.011759761155019553,0.012848647071018005,0.003984140194077849,6.860273023526938e-05,0.021449807549949466,188.07785467128028,196.0,24.186683707237876,2,215
2009165,2009-06-14,2009,6,3,0.012467997800231263,0.014312430803509307,0.004239931556603498,0.00013106218378977397,0.019256058648191517,189.50502512562815,200.0,27.13028418219645,26,211
2009172,2009-06-21,2009,6,3,0.011567894714147174,0.012848647071018005,0.005955539181026359,7.047829676137728e-05,0.019782510276304014,178.74489795918367,196.0,43.45179892310916,3,212
2009179,2009-06-28,2009,6,3,0.012306659722727181,0.011534569761210737,0.002945941516474421,0.006372258716007311,0.020323354845454233,193.36974789915968,192.0,8.736925931147702,170,213
2009186,2009-07-05,2009,7,3,0.011706989725516401,0.014703725960862944,0.0061806687579101195,6.677707623479695e-05,0.020323354845454233,178.88671611598113,201.0,43.072074710851325,1,213
2009193,2009-07-12,2009,7,3,0.009048169849655452,0.008573287741366752,0.006605789316692178,6.677707623479695e-05,0.034855827690357666,163.4943820224719,181.0,48.84278273996389,1,233
2009200,2009-07-19,2009,7,3,0.007679076012577981,0.007696466794452358,0.0040632536783095675,0.00020179081761101134,0.02389347957106892,170.34638554216866,177.0,24.848042131706634,42,219
2009207,2009-07-26,2009,7,3,0.005994057809017894,0.005275885965362675,0.0041849187606593065,6.677707623479695e-05,0.016378849789041684,154.14074717636836,163.0,38.60417770162469,1,205
2009214,2009-08-02,2009,8,3,0.005138236041820056,0.0022256014725742872,0.005823081448865546,6.677707623479695e-05,0.022638695600632062,127.10922673127398,131.0,59.06168161061458,1,217
2009221,2009-08-09,2009,8,3,0.00456501677572011,0.0031603079234173324,0.004376063438783168,6.677707623479695e-05,0.02389347957106892,136.29048455937735,144.0,46.08302347010399,1,219
2009228,2009-08-16,2009,8,3,0.004394361639040939,0.001997981211887043,0.005017546963698627,6.677707623479695e-05,0.020323354845454233,120.28368623676612,127.0,60.14308119054995,1,213
2009235,2009-08-23,2009,8,3,0.006325435305585648,0.004368148557683102,0.006468240030414038,6.677707623479695e-05,0.039888288289443304,147.53890339425587,156.0,46.88609153736715,1,238
2009242,2009-08-30,2009,8,3,0.005569127820373194,0.0033354727736323755,0.0066053352184354515,6.677707623479695e-05,0.058189067831025315,138.7581452638271,146.0,50.22436660192979,1,252
2009249,2009-09-06,2009,9,4,0.0052697855384563385,0.0026165642298072124,0.00617097091346802,6.677707623479695e-05,0.04209915704428271,133.43401633471845,137.0,53.12077953131287,1,240
2009256,2009-09-13,2009,9,4,0.005050377002165723,0.002479153400069546,0.005703549958253162,6.677707623479695e-05,0.02809075422608103,129.31077238084404,135.0,56.66012135173351,1,225
2009263,2009-09-20,2009,9,4,0.0014174907670394335,0.0009138720605168643,0.0015304923796127755,6.677707623479695e-05,0.011227612102877545,93.40725623582766,98.0,42.67324717483481,1,191
2009270,2009-09-27,2009,9,4,0.006193494049915097,0.0022256014725742872,0.007008662333496505,6.677707623479695e-05,0.020323354845454233,128.5978386723273,131.0,64.65196718896911,1,213
2009277,2009-10-04,2009,10,4,0.010628122760953788,0.011849919498210883,0.006905900749318171,6.677707623479695e-05,0.021449807549949466,166.73104956268222,193.0,56.48065122710927,1,215
2009284,2009-10-11,2009,10,4,0.010417919987069793,0.011227612102877545,0.0047755058174484425,6.860273023526938e-05,0.01874361693655935,178.70985915492957,191.0,36.464006904215545,2,210
2009291,2009-10-18,2009,10,4,0.0004214799268430979,0.00045339774799336014,0.0002102657677328293,6.860273023526938e-05,0.0006611764860334898,61.125,72.0,28.742118484899475,2,86
2009298,2009-10-25,2009,10,4,0.006692398359885147,0.007098219091147282,0.002803773555740051,8.745152757570437e-05,0.013199923066441688,165.57330415754925,174.0,27.324406348522434,11,197
2009305,2009-11-01,2009,11,4,0.005494543982573307,0.0049988188634573615,0.0032680259864897965,7.047829676137728e-05,0.015105718944621501,153.7581344902386,161.0,35.72422487529572,3,202
2009312,2009-11-08,2009,11,4,0.0023414901306363675,0.0022864483748491924,0.0014582619073876522,6.677707623479695e-05,0.0067254508006298515,120.48025477707006,132.0,37.34974899853492,1,172
2009319,2009-11-15,2009,11,4,0.0002594826042822668,0.0002714909767550741,0.0001255386397356001,0.00010007771940692956,0.00040687911668479677,45.666666666666664,53.0,21.853044537445015,16,68
2009326,2009-11-22,2009,11,4,0.002598125675291658,0.0020821775191515552,0.002189872634419402,0.00035554567493746266,0.0072922810778448905,124.0,128.5,32.73122871713394,63,175
2009333,2009-11-29,2009,11,4,0.0004843325274611255,0.00031068865857931445,0.00040625189777127165,7.047829676137728e-05,0.001263145560429136,59.333333333333336,58.0,35.196500547549476,3,110
2009340,2009-12-06,2009,12,1,0.00041909704916559694,0.0001693557292449742,0.0007514325179775311,6.860273023526938e-05,0.004865790431142645,41.957142857142856,35.5,38.30607401082038,2,160
2009347,2009-12-13,2009,12,1,0.0001971012973489469,0.0001258768577870008,0.00018947650053354178,6.677707623479695e-05,0.0007566366955733099,30.75,24.5,24.70703341156117,1,91
2009354,2009-12-20,2009,12,1,0.0002055628417713333,0.00016046188631489098,0.00011800190510034204,8.512426989050051e-05,0.0004532328711930874,36.875,33.5,20.678717924474913,10,72
2009361,2009-12-27,2009,12,1,0.00017025111884785084,0.00012757436050160647,0.0001155192003945806,6.677707623479695e-05,0.0005048674830098632,28.615384615384617,25.0,22.16328146653585,1,76
2010017,2010-01-17,2010,1,1,0.00039897624278235466,0.00011920211155692434,0.0005215972722139708,6.677707623479695e-05,0.0015256376578027826,41.666666666666664,22.0,40.55312017040804,1,117
2010059,2010-02-28,2010,2,1,0.0005862641048675698,0.0005328505274418883,0.00045590934171935854,0.0001421082855563661,0.001445517653848912,69.18181818181819,78.0,31.188046025296828,29,115
2010073,2010-03-14,2010,3,2,0.00038768317546456225,0.0003368739275955696,0.0002597623235104592,6.860273023526938e-05,0.0011649610361989483,56.869565217391305,61.0,28.115142675025698,2,107
2010080,2010-03-21,2010,3,2,0.0004338110813735745,0.00012417935507239513,0.0005822629522750221,7.24051403982037e-05,0.0017936404932533908,45.57142857142857,24.0,39.07449713727116,4,123
2010094,2010-04-04,2010,4,2,0.0014964428324382923,0.0004594284584446902,0.0020398925174149587,8.984241139644306e-05,0.006372258716007311,78.91666666666667,72.5,54.12248197889261,12,170
2010101,2010-04-11,2010,4,2,0.0007518490329473877,0.00040687911668479677,0.0006771522273963504,0.00028653877508056605,0.0022864483748491924,79.85714285714286,68.0,26.04078433879425,55,132
2010108,2010-04-18,2010,4,2,0.0037109455852275927,0.0029146566385597063,0.0028564865921190136,7.24051403982037e-05,0.010079323864733893,132.3427561837456,141.0,43.282772776921014,4,187
2010115,2010-04-25,2010,4,2,0.005474611949298099,0.0062026803395049835,0.0029271951146585826,7.24051403982037e-05,0.011227612102877545,153.55877034358048,169.0,35.732944058303396,4,191
2010122,2010-05-02,2010,5,2,0.011344048635157564,0.011849919498210883,0.00465083392647743,6.677707623479695e-05,0.019782510276304014,184.78791208791208,193.0,28.91286772038442,1,212
2010136,2010-05-16,2010,5,2,0.005621031319761092,0.005420126217583866,0.0030545002777180243,0.00010562467848641765,0.010928823193440932,155.03846153846155,164.0,34.72804316756878,18,190
2010143,2010-05-23,2010,5,2,0.008196040176179906,0.009811093170815422,0.0055959834221876795,6.677707623479695e-05,0.019256058648191517,159.11757719714964,186.0,49.6644005693842,1,211
2010150,2010-05-30,2010,5,2,0.011045590376486156,0.013199923066441688,0.006453487715449991,7.047829676137728e-05,0.020323354845454233,169.52568613652357,197.0,55.497496075894176,3,213
2010157,2010-06-06,2010,6,3,0.004384964010633081,0.0047363021478686205,0.002345045528616376,0.00010851240774472338,0.009048475191279258,145.86320754716982,159.0,34.73491480762222,19,183
2010164,2010-06-13,2010,6,3,0.006382310393249465,0.004487571694164119,0.005903325406689645,6.677707623479695e-05,0.020323354845454233,134.95816464237518,157.0,63.93716026715781,1,213
2010171,2010-06-20,2010,6,3,0.005654038481531014,0.004487571694164119,0.004697363402986178,6.677707623479695e-05,0.01551870222835037,140.04639684106613,157.0,54.27785649029552,1,203
2010178,2010-06-27,2010,6,3,0.003141288594320452,0.0011968105255155059,0.0036813486177999432,6.677707623479695e-05,0.014703725960862944,108.48733691481198,108.0,58.03526292648591,1,201
2010185,2010-07-04,2010,7,3,0.004093457080350699,0.0027615912627732323,0.003882291224757084,6.677707623479695e-05,0.02521781184235494,130.51844969471728,139.0,48.59319128623336,1,221
2010192,2010-07-11,2010,7,3,0.004866085955263458,0.003616591023243861,0.004221933091931064,6.677707623479695e-05,0.02203623524596353,136.67722117202268,149.0,50.445400597353306,1,216
2010199,2010-07-18,2010,7,3,0.0017396900071988237,0.0016994461197228832,0.0010988187826390424,7.24051403982037e-05,0.004251903506478243,110.01036269430051,121.0,35.375262812302005,4,155
2010206,2010-07-25,2010,7,3,0.006155668754444598,0.004028611610130368,0.006713480647800743,6.677707623479695e-05,0.04564733211318595,145.6222388618495,153.0,47.0537097981655,1,243
2010213,2010-08-01,2010,8,3,0.005437418006454063,0.004028611610130368,0.004749044234126085,6.860273023526938e-05,0.03882678224095402,145.95017078561384,153.0,43.622109247270444,2,237
2010220,2010-08-08,2010,8,3,0.002786736141961284,0.0027615912627732323,0.0014649074778340628,6.677707623479695e-05,0.017286672330235658,131.72300469483568,139.0,28.612663414509495,1,207
2010227,2010-08-15,2010,8,3,0.0036923160281332763,0.0022864483748491924,0.003619128067558625,6.677707623479695e-05,0.013199923066441688,123.3971048513302,132.0,52.115571951370036,1,197
2010234,2010-08-22,2010,8,3,0.005618358229837797,0.0047363021478686205,0.004481671686103258,6.677707623479695e-05,0.017759281858445344,145.3658536585366,159.0,48.23579350310322,1,208
2010241,2010-08-29,2010,8,3,0.0055359178233212025,0.003817046054913863,0.005208024361741562,6.677707623479695e-05,0.03392824534714122,140.68445475638052,151.0,51.17308112753343,1,232
2010248,2010-09-05,2010,9,4,0.006253292403245323,0.006037614778168966,0.004170071942311018,6.677707623479695e-05,0.02734320383481737,154.8506552191595,168.0,41.3465435781613,1,224
2010255,2010-09-12,2010,9,4,0.0073053931596519135,0.0062026803395049835,0.005180167685155542,6.677707623479695e-05,0.024546716116058534,160.9550130127649,169.0,39.32177313933239,1,220
2010262,2010-09-19,2010,9,4,0.0037342558765968365,0.0027615912627732323,0.003374801461992692,6.677707623479695e-05,0.02203623524596353,128.96254557507459,139.0,46.968849710267854,1,216
2010269,2010-09-26,2010,9,4,0.005852939573200237,0.0047363021478686205,0.0054466276890650055,6.677707623479695e-05,0.04689530880192727,144.03424798844645,159.0,50.43250389285884,1,244
2010276,2010-10-03,2010,10,4,0.004148654735678112,0.0026880998708233637,0.003752249800306661,6.677707623479695e-05,0.01824481230988928,126.88248760015261,138.0,54.42325612635142,1,209
2010283,2010-10-10,2010,10,4,0.0038943476249396537,0.003921402306985135,0.002402153472204216,6.677707623479695e-05,0.013560802783119358,138.16866028708134,152.0,40.104815108112476,1,198
2010290,2010-10-17,2010,10,4,0.004790954997908816,0.005135484230830132,0.0022817302664040716,0.00018115294552343463,0.01824481230988928,152.53903345724908,162.0,27.28786650776035,38,209
2010304,2010-10-31,2010,10,4,0.0029058787630070696,0.0024131782368785257,0.0020281729159227348,6.860273023526938e-05,0.008123055116193332,128.37967914438502,134.0,35.22548017235518,2,179
2010311,2010-11-07,2010,11,4,0.0025360842701616588,0.0024131782368785257,0.0018491515072668163,6.677707623479695e-05,0.0062026803395049835,117.45492371705964,134.0,45.6985355477369,1,169
2010318,2010-11-14,2010,11,4,0.00040076978459556846,0.0002437246189121554,0.00030059088341106234,7.047829676137728e-05,0.001074408412123669,55.46153846153846,49.0,31.321202906007453,3,104
2010325,2010-11-21,2010,11,4,0.0003123922732493252,9.482206303690697e-05,0.0005004628359838999,7.24051403982037e-05,0.0014850374297406216,30.307692307692307,14.0,37.31649380715144,4,116
2010332,2010-11-28,2010,11,4,0.00027587451712236355,0.00023723862594941727,0.0001977838398614117,7.047829676137728e-05,0.0006611764860334898,42.63636363636363,48.0,29.579700432660747,3,86
2010339,2010-12-05,2010,12,1,0.00031068865857931445,0.00031068865857931445,0.0,0.00031068865857931445,0.00031068865857931445,58.0,58.0,0.0,58,58
2011002,2011-01-02,2011,1,1,0.00023618175104150085,0.00017163956294706596,9.127643774838513e-05,0.00017163956294706596,0.00036526612723037066,45.333333333333336,36.0,13.199326582148887,36,64
2011065,2011-03-06,2011,3,2,0.000445274845272427,0.00041800300124171275,0.0002957897899289665,9.741445384640692e-05,0.0008204070807291614,59.333333333333336,69.0,32.96799795087486,15,94
2011079,2011-03-20,2011,3,2,0.0004922893898997203,0.0002714909767550741,0.00041940833996025056,0.00020179081761101134,0.0013696052118942733,64.28571428571429,53.0,26.38567948021527,42,113
2011086,2011-03-27,2011,3,2,0.00019811437251395067,0.00011960481895913197,0.0001368270461569847,7.24051403982037e-05,0.0003752523321380315,31.75,21.0,26.78035660703569,4,65
2011100,2011-04-10,2011,4,2,0.0013984393210252648,0.0013984393210252648,0.00016890855606662846,0.0012295307649586363,0.0015673478770918932,113.5,113.5,4.5,109,118
2011107,2011-04-17,2011,4,2,9.260099464871504e-05,9.260099464871504e-05,7.476724758214524e-06,8.512426989050051e-05,0.00010007771940692956,13.0,13.0,3.0,10,16
2011114,2011-04-24,2011,4,2,0.002649343361168178,0.002649343361168178,0.0020869587867004425,0.0005623845744677356,0.0047363021478686205,119.5,119.5,39.5,80,159
2011128,2011-05-08,2011,5,2,0.002329023808632236,0.0007985744296989102,0.0028646306084915887,0.00023092523805587757,0.009811093170815422,106.13333333333334,93.0,45.26642120699282,47,186
2011135,2011-05-15,2011,5,2,0.0027615912627732323,0.0027615912627732323,0.0,0.0027615912627732323,0.0027615912627732323,139.0,139.0,0.0,139,139
2011142,2011-05-22,2011,5,2,0.0028370918749717113,0.0028370918749717113,0.0,0.0028370918749717113,0.0028370918749717113,140.0,140.0,0.0,140,140
2011149,2011-05-29,2011,5,2,0.0007539012898383909,0.0006978231935532213,0.00017972354709945037,0.0005328505274418883,0.0009645248027417586,89.8,88.0,8.908422980528035,78,100
2011163,2011-06-12,2011,6,3,0.004397001647524018,0.0032467092624460787,0.0028039149323893053,0.0009645248027417586,0.007906884593269861,147.25,145.0,27.160403163428924,100,178
2011177,2011-06-26,2011,6,3,0.0018930557325129345,0.0018930557325129345,0.0,0.0018930557325129345,0.0018930557325129345,125.0,125.0,0.0,125,125
2011184,2011-07-03,2011,7,3,0.0019290003263292455,0.001997981211887043,0.0011264827849701597,8.984241139644306e-05,0.004865790431142645,115.39792387543253,127.0,32.43376208560066,12,160
2011191,2011-07-10,2011,7,3,0.0049070222266965925,0.004028611610130368,0.0045203222483549445,6.677707623479695e-05,0.05513322536354969,133.27347611202637,153.0,55.777672185074366,1,250
2011198,2011-07-17,2011,7,3,0.005794029265250677,0.006372258716007311,0.0033339086419398624,8.285894512383413e-05,0.019256058648191517,157.32205683355886,170.0,30.822099659722195,9,211
2011205,2011-07-24,2011,7,3,0.006139052341771418,0.005275885965362675,0.003934363542710133,7.641830489988815e-05,0.015105718944621501,158.86539984164688,163.0,30.03833810507614,6,202
2011212,2011-07-31,2011,7,3,0.015877265542966652,0.012848647071018005,0.012554797915973798,6.677707623479695e-05,0.05977992970248461,187.24732905982907,196.0,42.08793033909741,1,253
2011219,2011-08-07,2011,8,3,0.005715963028708311,0.004865790431142645,0.004970433694219711,6.677707623479695e-05,0.04817740458905927,151.82662878543294,160.0,37.3945865623692,1,245
2011226,2011-08-14,2011,8,3,0.004760495762793452,0.003921402306985135,0.003606035421644406,6.677707623479695e-05,0.02325762693933648,146.28372849055546,152.0,36.136107574474295,1,218
2011233,2011-08-21,2011,8,3,0.007048113204238793,0.003921402306985135,0.008060839111209401,6.677707623479695e-05,0.04949455227475802,146.3316999242233,152.0,51.922864301256105,1,246
2011240,2011-08-28,2011,8,3,0.005891867623217691,0.005275885965362675,0.0043754750127942684,6.677707623479695e-05,0.03129099693196857,153.19228553321426,163.0,38.75937868913312,1,229
2011247,2011-09-04,2011,9,4,0.002225453662274123,0.0013701034461118845,0.0019454620213934782,7.438466303794841e-05,0.009295856266680787,113.17592592592592,113.0,40.02703454557971,5,184
2011254,2011-09-11,2011,9,4,0.00799033643543233,0.006037614778168966,0.007276120496477004,6.677707623479695e-05,0.058189067831025315,156.83241298008315,168.0,48.46815922579161,1,252
2011261,2011-09-18,2011,9,4,0.003975370845601135,0.0028370918749717113,0.0038868869835602398,6.677707623479695e-05,0.034855827690357666,131.5774373259053,140.0,45.75714009590002,1,233
2011268,2011-09-25,2011,9,4,0.0051082771162377395,0.004368148557683102,0.004206760668472363,6.677707623479695e-05,0.04949455227475802,142.91407876867362,156.0,45.95425664730604,1,246
2011275,2011-10-02,2011,10,4,0.015421510172196447,0.010354887860243467,0.014927309373016834,6.677707623479695e-05,0.05977992970248461,176.00598929572678,188.0,55.59941365600665,1,253
2011282,2011-10-09,2011,10,4,0.012905717883296345,0.008573287741366752,0.013018312029547643,6.677707623479695e-05,0.05977992970248461,170.5597798436705,181.0,52.9253864020911,1,253
2011289,2011-10-16,2011,10,4,0.0009539246738681282,0.0007169013529571055,0.0008498778575285846,6.677707623479695e-05,0.005568309930770164,81.52565277141548,89.0,40.44399323562454,1,165
2011296,2011-10-23,2011,10,4,0.00188588492328666,0.0005642267231695502,0.0027330986250514713,6.860273023526938e-05,0.010354887860243467,85.44444444444444,80.0,57.434557498615135,2,188
2011303,2011-10-30,2011,10,4,0.0014035880522889476,0.00039605126064267137,0.0026510901106756948,7.24051403982037e-05,0.016378849789041684,76.97101449275362,67.0,48.8754616760115,4,205
2011310,2011-11-06,2011,11,4,0.00185983039873868,0.0008895521219738812,0.0023352495301424943,8.512426989050051e-05,0.007906884593269861,92.46153846153847,97.0,52.315044732136506,10,178
2011317,2011-11-13,2011,11,4,0.0014633614845205498,0.0011376735247474235,0.0008708603246747646,0.00013464536253370588,0.004138751965430195,108.25,106.0,26.21426138574192,27,154
