ActivityStartDate,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
2009-04-14,41.840667,-82.916667,"Total Nitrogen, mixed forms",0.0330666666666667,mg/L
2009-04-14,41.946667,-83.045667,Orthophosphate,2.5,ug/L
2009-04-14,41.946667,-83.045667,Phosphorus,0.887,ug/L
2009-04-15,42.281167,-81.670833,Orthophosphate,0.480472,ug/L
2009-08-17,41.84,-82.9165,"Total Phosphorus, mixed forms",10.168,ug/L
2009-04-15,42.281167,-81.670833,Orthophosphate,0.44857700000000006,ug/L
2009-08-18,41.965,-82.041833,Orthophosphate,0.5150279999999999,ug/L
2009-04-14,41.840667,-82.916667,"Total Phosphorus, mixed forms",42.853333333333296,ug/L
2009-08-18,41.965,-82.041833,Orthophosphate,1.8697849999999998,ug/L
2009-08-19,42.2815,-81.671833,Orthophosphate,0.919941,ug/L
2009-08-17,41.84,-82.9165,Orthophosphate,0.8249489999999999,ug/L
2009-04-15,41.964833,-82.042167,Orthophosphate,0.522423,ug/L
2009-04-15,42.281167,-81.670833,Orthophosphate,0.4,ug/L
2009-08-19,42.1095,-81.574667,Orthophosphate,0.508047,ug/L
2009-04-14,41.840667,-82.916667,Orthophosphate,7.987403,ug/L
2009-08-19,42.253333,-81.107167,Orthophosphate,0.674017,ug/L
2009-04-16,42.2535,-81.106833,Orthophosphate,0.730025,ug/L
2009-08-18,41.949833,-82.6865,Orthophosphate,0.8728389999999999,ug/L
2009-04-14,41.946667,-83.045667,Orthophosphate,0.283348,ug/L
2009-08-17,41.9465,-83.0455,Orthophosphate,0.771998,ug/L
2009-04-15,42.43,-81.205,Orthophosphate,0.697045,ug/L
2009-08-18,41.965,-82.041833,Orthophosphate,1.6,ug/L
2009-08-17,41.84,-82.9165,Orthophosphate,0.782575,ug/L
2009-04-16,42.2535,-81.106833,Orthophosphate,0.5113979999999999,ug/L
2009-04-15,42.43,-81.205,Orthophosphate,0.7039479999999999,ug/L
2010-04-08,42.2817,-81.671783,Orthophosphate,3.242,ug/L
2010-04-07,41.83835,-82.904333,Orthophosphate,0.5770000000000001,ug/L
2010-08-10,42.42995,-81.205217,Orthophosphate,0.546,ug/L
2010-08-09,41.840583,-82.916717,Orthophosphate,0.927,ug/L
2010-08-09,41.950417,-82.950417,Orthophosphate,0.8,ug/L
2010-08-10,42.253533,-81.10655,Orthophosphate,0.66,ug/L
2010-08-09,41.950417,-82.950417,Nitrate + Nitrite,-0.0077,mg/L
2010-04-07,41.949483,-82.68835,Orthophosphate,1.099,ug/L
2010-04-07,41.83835,-82.904333,Orthophosphate,0.6,ug/L
2010-08-10,42.110183,-81.5746,Orthophosphate,1.1420000000000001,ug/L
2010-04-08,42.252933,-81.106783,Orthophosphate,1.5219999999999998,ug/L
2010-04-07,41.83835,-82.904333,"Total Phosphorus, mixed forms",9.1224,ug/L
2010-08-09,41.9467,-83.046133,Orthophosphate,1.396,ug/L
2010-08-10,42.281733,-81.671733,Orthophosphate,0.775,ug/L
2010-08-10,42.110183,-81.5746,Orthophosphate,0.22899999999999998,ug/L
2010-08-09,41.950417,-82.950417,Orthophosphate,1.023,ug/L
2010-08-09,41.950417,-82.950417,"Total Phosphorus, mixed forms",0.016280000000000003,ug/L
2010-08-09,41.9467,-83.046133,Orthophosphate,1.406,ug/L
2010-04-08,41.965,-82.041783,Orthophosphate,2.092,ug/L
2010-04-07,41.946767,-83.045617,Orthophosphate,1.145,ug/L
2010-04-08,41.965,-82.041783,Orthophosphate,1.758,ug/L
2010-04-08,42.2817,-81.671783,Orthophosphate,2.8760000000000003,ug/L
2010-04-07,41.949483,-82.68835,Orthophosphate,1.021,ug/L
2010-04-08,42.110383,-81.574433,Orthophosphate,1.296,ug/L
2010-08-09,41.965667,-82.042083,Orthophosphate,0.392,ug/L
2010-04-07,41.83835,-82.904333,"Total Nitrogen, mixed forms",0.05807999999999999,mg/L
2010-04-07,41.949483,-82.68835,Orthophosphate,1.421,ug/L
2010-08-09,41.950417,-82.950417,Phosphorus,0.03218,ug/L
2010-04-07,41.946767,-83.045617,Orthophosphate,1.33,ug/L
2010-08-09,41.9467,-83.046133,Orthophosphate,0.8220000000000001,ug/L
2010-08-10,42.110183,-81.5746,Orthophosphate,1.014,ug/L
2010-08-10,42.253533,-81.10655,Orthophosphate,0.39,ug/L
2010-08-10,42.110183,-81.5746,Orthophosphate,1.213,ug/L
2010-04-08,41.965,-82.041783,Orthophosphate,1.75,ug/L
2010-08-10,42.281733,-81.671733,Orthophosphate,0.635,ug/L
2010-08-09,41.9467,-83.046133,Orthophosphate,1.261,ug/L
2010-08-09,41.840583,-82.916717,Orthophosphate,0.735,ug/L
2010-04-08,41.965,-82.041783,Orthophosphate,1.746,ug/L
2010-04-08,42.110383,-81.574433,Orthophosphate,1.3219999999999998,ug/L
2010-08-10,42.42995,-81.205217,Orthophosphate,1.078,ug/L
2010-04-08,42.430017,-81.204917,Orthophosphate,1.5819999999999999,ug/L
2010-04-07,41.946767,-83.045617,Orthophosphate,0.93,ug/L
2010-08-10,42.253533,-81.10655,Orthophosphate,0.2,ug/L
2010-08-09,41.965667,-82.042083,Orthophosphate,2.0469999999999997,ug/L
2010-08-10,42.110183,-81.5746,Orthophosphate,0.40299999999999997,ug/L
2010-04-08,42.2817,-81.671783,Orthophosphate,3.2,ug/L
2010-08-10,42.281733,-81.671733,Orthophosphate,1.544,ug/L
2010-08-09,41.840583,-82.916717,Orthophosphate,1.0,ug/L
2010-04-07,41.83835,-82.904333,Orthophosphate,0.9590000000000001,ug/L
2010-08-09,41.950417,-82.950417,Phosphorus,0.064,ug/L
2010-04-08,42.430017,-81.204917,Orthophosphate,-0.139,ug/L
2010-08-09,41.950417,-82.950417,Orthophosphate,0.498,ug/L
2010-08-10,42.281733,-81.671733,Orthophosphate,1.199,ug/L
2010-04-08,42.252933,-81.106783,Orthophosphate,1.355,ug/L
2010-08-09,41.965667,-82.042083,Orthophosphate,0.307,ug/L
2010-08-10,42.253533,-81.10655,Orthophosphate,0.7829999999999999,ug/L
2010-08-09,41.950417,-82.950417,Orthophosphate,0.11599999999999999,ug/L
2010-04-08,42.252933,-81.106783,Orthophosphate,1.589,ug/L
2010-04-08,41.965,-82.041783,Orthophosphate,1.591,ug/L
2010-08-09,41.9467,-83.046133,Orthophosphate,0.951,ug/L
2010-04-07,41.946767,-83.045617,Orthophosphate,1.274,ug/L
2010-08-09,41.840583,-82.916717,Phosphorus,5.59776,ug/L
2010-04-08,42.430017,-81.204917,Orthophosphate,1.483,ug/L
2010-08-09,41.965667,-82.042083,Orthophosphate,2.699,ug/L
2010-08-10,42.281733,-81.671733,Orthophosphate,0.479,ug/L
2010-08-10,42.42995,-81.205217,Orthophosphate,0.8,ug/L
2010-04-08,42.430017,-81.204917,Orthophosphate,1.38,ug/L
2010-04-08,42.2817,-81.671783,Orthophosphate,3.153,ug/L
2010-08-10,42.42995,-81.205217,Orthophosphate,0.503,ug/L
2010-04-08,42.110383,-81.574433,Orthophosphate,0.816,ug/L
2010-04-08,42.252933,-81.106783,Orthophosphate,1.624,ug/L
2010-08-09,41.950417,-82.950417,"Total Nitrogen, mixed forms",0.00064,mg/L
2010-04-08,42.110383,-81.574433,Orthophosphate,1.4409999999999998,ug/L
2010-08-10,42.253533,-81.10655,Orthophosphate,0.17300000000000001,ug/L
2010-08-09,41.965667,-82.042083,Orthophosphate,0.534,ug/L
2010-04-08,42.252933,-81.106783,Orthophosphate,1.328,ug/L
2010-04-07,41.83835,-82.904333,"Total Phosphorus, mixed forms",9.3032,ug/L
2010-04-07,41.949483,-82.68835,Orthophosphate,1.0,ug/L
2010-04-08,42.2817,-81.671783,Orthophosphate,2.6489999999999996,ug/L
2010-08-09,41.950417,-82.950417,Orthophosphate,1.004,ug/L
2010-08-10,42.42995,-81.205217,Orthophosphate,0.797,ug/L
2010-08-09,41.950417,-82.950417,Phosphorus,0.08900000000000001,ug/L
2010-04-08,42.430017,-81.204917,Orthophosphate,1.271,ug/L
2010-08-10,42.110183,-81.5746,Orthophosphate,0.73,ug/L
2010-04-08,42.110383,-81.574433,Orthophosphate,1.464,ug/L
2010-04-07,41.949483,-82.68835,Orthophosphate,1.013,ug/L
2010-08-09,41.840583,-82.916717,"Total Nitrogen, mixed forms",0.04056,mg/L
2010-08-10,42.42995,-81.205217,Orthophosphate,0.43700000000000006,ug/L
2010-04-07,41.83835,-82.904333,Orthophosphate,0.573,ug/L
2010-08-09,41.840583,-82.916717,"Total Phosphorus, mixed forms",15.859679999999999,ug/L
2011-08-10,42.429833,-81.2075,Orthophosphate,0.494,ug/L
2011-08-09,41.841,-82.916333,"Total Phosphorus, mixed forms",20.42752,ug/L
2011-04-12,42.43,-81.205,Orthophosphate,0.23800000000000002,ug/L
2011-08-10,42.281667,-81.671833,Orthophosphate,0.2,ug/L
2011-08-10,41.95,-82.687167,Orthophosphate,0.485,ug/L
2011-04-12,42.43,-81.205,Orthophosphate,1.817,ug/L
2011-04-11,41.947,-83.044,Phosphorus,27.381,ug/L
2011-08-10,42.11,-81.574833,Nitrate + Nitrite,0.19399999999999998,mg/L
2011-04-12,42.281,-81.672,Phosphorus,14.199000000000002,ug/L
2011-04-12,42.43,-81.205,Phosphorus,17.642,ug/L
2011-08-10,42.11,-81.574833,Orthophosphate,0.179,ug/L
2011-04-12,42.253,-81.106,Orthophosphate,0.515,ug/L
2011-08-10,42.281667,-81.671833,Phosphorus,2.298,ug/L
2011-04-11,41.947,-83.044,Orthophosphate,6.306,ug/L
2011-08-10,41.966,-82.042,Orthophosphate,1.235,ug/L
2011-04-12,42.281,-81.672,Phosphorus,5.517,ug/L
2011-04-12,42.11,-81.575,Orthophosphate,1.1520000000000001,ug/L
2011-04-12,42.281,-81.672,Orthophosphate,1.345,ug/L
2011-04-12,41.964,-82.041,Phosphorus,11.404000000000002,ug/L
2011-08-09,41.947,-83.045,Phosphorus,3.1,ug/L
2011-08-10,42.253833,-81.107333,Orthophosphate,-0.41100000000000003,ug/L
2011-08-10,42.429833,-81.2075,Phosphorus,2.181,ug/L
2011-04-12,42.253,-81.106,Orthophosphate,1.025,ug/L
2011-08-10,42.429833,-81.2075,Phosphorus,6.7139999999999995,ug/L
2011-04-11,41.947,-83.044,Nitrate + Nitrite,0.565,mg/L
2011-04-12,42.253,-81.106,Phosphorus,15.147,ug/L
2011-04-12,42.43,-81.205,Phosphorus,4.69,ug/L
2011-04-12,41.964,-82.041,Phosphorus,9.347999999999999,ug/L
2011-08-09,41.841,-82.916333,Phosphorus,10.47528,ug/L
2011-08-10,42.429833,-81.2075,Orthophosphate,0.07400000000000001,ug/L
2011-08-10,42.11,-81.574833,Phosphorus,6.671,ug/L
2011-04-11,41.84,-82.917,Orthophosphate,2.424,ug/L
2011-04-12,42.43,-81.205,Orthophosphate,1.237,ug/L
2011-08-09,41.947,-83.045,Orthophosphate,0.6,ug/L
2011-08-10,42.11,-81.574833,Orthophosphate,0.265,ug/L
2011-04-12,42.281,-81.672,Phosphorus,13.481,ug/L
2011-08-09,41.947,-83.045,Orthophosphate,0.431,ug/L
2011-04-12,41.95,-82.686,Orthophosphate,0.512,ug/L
2011-04-11,41.84,-82.917,Phosphorus,2.7154,ug/L
2011-04-12,42.11,-81.575,Orthophosphate,0.4,ug/L
2011-04-12,41.964,-82.041,Phosphorus,5.2010000000000005,ug/L
2011-08-10,42.253833,-81.107333,Orthophosphate,0.8240000000000001,ug/L
2011-04-12,42.11,-81.575,Phosphorus,13.955,ug/L
2011-04-12,42.281,-81.672,Orthophosphate,0.41200000000000003,ug/L
2011-04-12,41.95,-82.686,Orthophosphate,0.79,ug/L
2011-08-10,42.253833,-81.107333,Orthophosphate,0.483,ug/L
2011-08-09,41.841,-82.916333,Phosphorus,22.159000000000002,ug/L
2011-08-10,41.966,-82.042,Orthophosphate,0.14800000000000002,ug/L
2011-08-10,41.966,-82.042,Orthophosphate,0.297,ug/L
2011-08-09,41.841,-82.916333,"Total Nitrogen, mixed forms",0.02512,mg/L
2011-04-12,41.964,-82.041,Orthophosphate,0.8009999999999999,ug/L
2011-08-10,42.281667,-81.671833,Phosphorus,5.641,ug/L
2011-04-11,41.84,-82.917,"Total Nitrogen, mixed forms",0.018000000000000002,mg/L
2011-08-10,42.253833,-81.107333,Orthophosphate,0.484,ug/L
2011-08-10,41.966,-82.042,Phosphorus,3.443,ug/L
2011-04-12,42.281,-81.672,Phosphorus,6.172000000000001,ug/L
2011-04-11,41.947,-83.044,Phosphorus,24.494,ug/L
2011-04-11,41.947,-83.044,Phosphorus,25.785,ug/L
2011-04-12,41.964,-82.041,Phosphorus,4.934,ug/L
2011-04-12,42.281,-81.672,Orthophosphate,0.9,ug/L
2011-04-12,42.11,-81.575,Phosphorus,5.854,ug/L
2011-08-10,41.966,-82.042,Orthophosphate,1.6969999999999998,ug/L
2011-08-10,42.253833,-81.107333,Nitrate + Nitrite,0.10099999999999999,mg/L
2011-08-10,41.95,-82.687167,Orthophosphate,0.596,ug/L
2011-04-12,42.253,-81.106,Phosphorus,7.511,ug/L
2011-04-12,42.11,-81.575,Phosphorus,6.65,ug/L
2011-04-11,41.947,-83.044,Orthophosphate,3.5660000000000003,ug/L
2011-08-09,41.841,-82.916333,Nitrate + Nitrite,0.08199999999999999,mg/L
2011-04-12,42.43,-81.205,Orthophosphate,0.8390000000000001,ug/L
2011-08-10,41.95,-82.687167,Orthophosphate,0.84,ug/L
2011-04-12,42.11,-81.575,Phosphorus,15.419,ug/L
2011-08-10,42.11,-81.574833,Orthophosphate,0.41700000000000004,ug/L
2011-04-11,41.947,-83.044,Orthophosphate,3.76,ug/L
2011-08-10,42.253833,-81.107333,Orthophosphate,0.203,ug/L
2011-04-12,41.964,-82.041,Phosphorus,5.001,ug/L
2011-08-10,42.429833,-81.2075,Orthophosphate,0.772,ug/L
2011-04-12,42.281,-81.672,Phosphorus,15.169,ug/L
2011-04-12,42.11,-81.575,Phosphorus,6.352,ug/L
2011-04-11,41.84,-82.917,"Total Nitrogen, mixed forms",0.01872,mg/L
2011-08-10,42.11,-81.574833,Orthophosphate,0.231,ug/L
2011-04-12,41.95,-82.686,Phosphorus,23.996,ug/L
2011-08-09,41.841,-82.916333,"Total Nitrogen, mixed forms",0.02352,mg/L
2011-08-09,41.841,-82.916333,Orthophosphate,0.649,ug/L
2011-04-11,41.947,-83.044,Orthophosphate,3.245,ug/L
2011-08-10,42.11,-81.574833,Phosphorus,3.157,ug/L
2011-08-10,42.429833,-81.2075,Nitrate + Nitrite,0.215,mg/L
2011-04-12,42.281,-81.672,Phosphorus,14.886,ug/L
2011-04-12,41.95,-82.686,Phosphorus,5.3839999999999995,ug/L
2011-08-09,41.947,-83.045,Orthophosphate,0.708,ug/L
2011-04-12,42.43,-81.205,Orthophosphate,1.7009999999999998,ug/L
2011-08-10,42.281667,-81.671833,Nitrate + Nitrite,0.18600000000000003,mg/L
2011-04-12,41.964,-82.041,Orthophosphate,0.9690000000000001,ug/L
2011-08-10,42.281667,-81.671833,Orthophosphate,1.9369999999999998,ug/L
2011-08-10,42.281667,-81.671833,Orthophosphate,0.903,ug/L
2011-08-10,42.253833,-81.107333,Orthophosphate,0.813,ug/L
2011-04-12,41.95,-82.686,Orthophosphate,1.3,ug/L
2011-04-12,41.964,-82.041,Phosphorus,10.873,ug/L
2011-04-11,41.84,-82.917,Orthophosphate,3.0860000000000003,ug/L
2011-04-12,42.281,-81.672,Phosphorus,6.524,ug/L
2011-04-12,41.964,-82.041,Orthophosphate,0.622,ug/L
2011-08-10,41.95,-82.687167,Nitrate + Nitrite,0.282,mg/L
2011-04-11,41.947,-83.044,Phosphorus,8.163,ug/L
2011-04-12,41.95,-82.686,Orthophosphate,0.966,ug/L
2011-04-12,42.11,-81.575,Orthophosphate,0.732,ug/L
2011-04-12,41.95,-82.686,Nitrate + Nitrite,0.993,mg/L
2011-04-11,41.947,-83.044,Phosphorus,8.953,ug/L
2011-04-12,41.964,-82.041,Orthophosphate,0.332,ug/L
2011-08-10,42.253833,-81.107333,Phosphorus,5.447,ug/L
2011-08-10,41.966,-82.042,Nitrate + Nitrite,0.317,mg/L
2011-04-12,41.95,-82.686,Orthophosphate,0.9309999999999999,ug/L
2011-04-12,42.11,-81.575,Phosphorus,16.855999999999998,ug/L
2011-08-10,42.11,-81.574833,Orthophosphate,0.9309999999999999,ug/L
2011-08-10,41.95,-82.687167,Phosphorus,4.27,ug/L
2011-04-12,42.11,-81.575,Orthophosphate,1.082,ug/L
2011-08-09,41.841,-82.916333,Orthophosphate,0.871,ug/L
2011-04-11,41.947,-83.044,Phosphorus,7.917000000000001,ug/L
2011-08-09,41.947,-83.045,Nitrate + Nitrite,0.284,mg/L
2011-08-09,41.947,-83.045,Orthophosphate,-0.08,ug/L
2011-08-09,41.841,-82.916333,Orthophosphate,0.89,ug/L
2011-08-10,41.95,-82.687167,Phosphorus,15.384,ug/L
2011-08-10,41.966,-82.042,Phosphorus,6.332999999999999,ug/L
2011-08-10,41.95,-82.687167,Orthophosphate,0.621,ug/L
2011-04-11,41.947,-83.044,Nitrate + Nitrite,0.5660000000000001,mg/L
2011-08-10,42.429833,-81.2075,Orthophosphate,0.153,ug/L
2011-08-10,42.429833,-81.2075,Orthophosphate,0.225,ug/L
2011-04-11,41.947,-83.044,Phosphorus,8.333,ug/L
2011-08-10,41.95,-82.687167,Orthophosphate,0.722,ug/L
2011-08-10,42.429833,-81.2075,Orthophosphate,0.223,ug/L
2011-08-09,41.947,-83.045,Phosphorus,10.181000000000001,ug/L
2011-04-11,41.947,-83.044,Phosphorus,27.035,ug/L
2011-08-10,42.281667,-81.671833,Orthophosphate,0.154,ug/L
2011-04-12,42.253,-81.106,Orthophosphate,0.49,ug/L
2011-08-09,41.841,-82.916333,Phosphorus,5.027,ug/L
2011-04-11,41.84,-82.917,"Total Phosphorus, mixed forms",14.96064,ug/L
2011-04-12,42.281,-81.672,Orthophosphate,0.872,ug/L
2011-08-09,41.841,-82.916333,"Total Phosphorus, mixed forms",21.338079999999998,ug/L
2011-04-12,42.253,-81.106,Orthophosphate,0.69,ug/L
2011-08-10,42.281667,-81.671833,Orthophosphate,0.28600000000000003,ug/L
2011-08-10,42.253833,-81.107333,Phosphorus,1.568,ug/L
2011-08-10,42.253833,-81.107333,Orthophosphate,0.698,ug/L
2011-08-10,41.966,-82.042,Orthophosphate,0.527,ug/L
2011-04-11,41.947,-83.044,Nitrate + Nitrite,0.5670000000000001,mg/L
2011-04-11,41.84,-82.917,Orthophosphate,2.752,ug/L
2011-04-12,42.281,-81.672,Phosphorus,6.776,ug/L
2011-08-09,41.947,-83.045,Orthophosphate,0.39799999999999996,ug/L
2011-04-11,41.947,-83.044,Nitrate + Nitrite,0.5670000000000001,mg/L
2012-08-10,42.253067,-81.106483,Orthophosphate,0.617,ug/L
2012-08-10,42.11,-81.575217,Orthophosphate,0.32,ug/L
2012-04-07,41.840567,-82.91585,Orthophosphate,0.773,ug/L
2012-04-07,41.840567,-82.91585,"Total Phosphorus, mixed forms",7.6798399999999996,ug/L
2012-04-07,41.947,-83.045,Orthophosphate,1.219,ug/L
2012-04-07,41.947,-83.045,Orthophosphate,1.115,ug/L
2012-08-10,42.28165,-81.671167,Orthophosphate,1.065,ug/L
2012-08-10,42.429283,-81.205717,Orthophosphate,0.508,ug/L
2012-08-10,41.96455,-82.0423,Orthophosphate,0.621,ug/L
2012-08-10,41.96455,-82.0423,Orthophosphate,1.117,ug/L
2012-08-09,41.94755,-83.0431,Orthophosphate,1.3219999999999998,ug/L
2012-08-10,42.429283,-81.205717,Orthophosphate,0.125,ug/L
2012-08-09,41.84,-82.916,"Total Nitrogen, mixed forms",-0.001,mg/L
2012-08-10,42.11,-81.575217,Orthophosphate,0.861,ug/L
2012-08-10,42.11,-81.575217,Orthophosphate,0.905,ug/L
2012-08-10,41.94965,-82.6874,Orthophosphate,2.089,ug/L
2012-04-08,42.2824,-81.67155,"Total Nitrogen, mixed forms",-0.00031448,mg/L
2012-04-07,41.947,-83.045,Orthophosphate,1.4,ug/L
2012-04-08,42.2824,-81.67155,"Total Phosphorus, mixed forms",-0.053079999999999995,ug/L
2012-04-08,42.429983,-81.205117,Orthophosphate,1.2,ug/L
2012-08-10,41.94965,-82.6874,Orthophosphate,1.817,ug/L
2012-04-08,42.2824,-81.67155,Orthophosphate,1.034,ug/L
2012-04-08,42.429983,-81.205117,Orthophosphate,1.555,ug/L
2012-04-07,41.947,-83.045,Orthophosphate,1.186,ug/L
2012-08-10,41.96455,-82.0423,Orthophosphate,1.435,ug/L
2012-08-10,42.429283,-81.205717,Orthophosphate,0.733,ug/L
2012-04-08,41.96455,-82.041383,Orthophosphate,0.47600000000000003,ug/L
2012-08-09,41.84,-82.916,"Total Phosphorus, mixed forms",24.3824,ug/L
2012-04-08,42.110283,-81.575267,Orthophosphate,0.546,ug/L
2012-04-08,42.2824,-81.67155,Orthophosphate,0.368,ug/L
2012-04-07,41.840567,-82.91585,"Total Phosphorus, mixed forms",7.11754666666667,ug/L
2012-04-07,41.840567,-82.91585,Orthophosphate,0.616,ug/L
2012-08-10,42.11,-81.575217,Orthophosphate,2.765,ug/L
2012-04-07,41.840567,-82.91585,"Total Nitrogen, mixed forms",0.0116266666666667,mg/L
2012-04-08,42.252967,-81.1071,Orthophosphate,0.547,ug/L
2012-04-08,42.2824,-81.67155,Orthophosphate,1.063,ug/L
2012-08-10,42.253067,-81.106483,Orthophosphate,0.55,ug/L
2012-08-10,42.429283,-81.205717,Orthophosphate,0.606,ug/L
2012-04-08,41.96455,-82.041383,Orthophosphate,0.265,ug/L
2012-04-08,42.429983,-81.205117,Orthophosphate,0.86,ug/L
2012-08-10,42.429283,-81.205717,Orthophosphate,1.194,ug/L
2012-08-10,41.94965,-82.6874,Orthophosphate,1.75,ug/L
2012-08-09,41.84,-82.916,Phosphorus,5.38286666666667,ug/L
2012-08-10,42.11,-81.575217,Orthophosphate,0.444,ug/L
2012-08-09,41.94755,-83.0431,Orthophosphate,1.032,ug/L
2012-08-10,42.28165,-81.671167,Orthophosphate,0.601,ug/L
2012-04-08,41.949433,-82.686067,Orthophosphate,0.9,ug/L
2012-04-07,41.840567,-82.91585,Orthophosphate,1.206,ug/L
2012-08-10,42.28165,-81.671167,Orthophosphate,0.8240000000000001,ug/L
2012-04-08,42.2824,-81.67155,Orthophosphate,0.9420000000000001,ug/L
2012-04-08,41.949433,-82.686067,Orthophosphate,0.872,ug/L
2012-08-10,42.28165,-81.671167,Orthophosphate,1.112,ug/L
2012-08-09,41.84,-82.916,"Total Nitrogen, mixed forms",0.0104,mg/L
2012-08-09,41.84,-82.916,Orthophosphate,0.514,ug/L
2012-08-10,41.96455,-82.0423,Orthophosphate,1.756,ug/L
2012-04-08,42.252967,-81.1071,Orthophosphate,0.7709999999999999,ug/L
